essay_id,score,raw_pred
000d118,3,2.4003556
0040e27,3,2.8167024
0047cb3,2,1.9695036
005a72e,4,4.2487082
00d027f,3,3.3815045
00e047b,4,3.4058483
00f3984,2,2.6723924
00f6383,3,3.321935
00fd564,3,3.0907037
01247bc,2,2.1515126
01267d1,1,2.7021363
014f1b3,2,1.5849271
0151c0f,4,4.3489146
0156ea6,1,1.1001135
016010c,5,4.533248
01665d5,3,3.0529983
01846d8,2,1.7683014
018fbeb,2,2.609979
01a0d33,3,3.3164363
01a53e1,4,3.016169
01ae85f,3,3.2048194
01b55c8,4,4.32913
01bb061,1,2.1401434
01bb2f3,2,2.6167397
01c3e09,1,1.6428697
01cbe3d,4,3.7400959
01dabde,5,4.6166544
01e64c4,2,2.1413789
0210900,2,2.3958862
0211cb6,1,2.3016257
021271e,3,2.8936038
0220c9f,3,3.011963
0224c63,2,2.2663295
022a010,5,4.265151
023c138,4,3.8124843
0281195,2,1.983213
0286af8,2,2.5666504
0296469,3,3.8853793
02da02a,3,3.500977
02f6c8a,5,4.6842437
0302537,3,2.4197345
030cf8b,3,3.905172
031ab01,4,4.1862974
03237a6,3,3.0727692
0331f55,4,4.300481
035e3c7,3,3.4810376
0374dae,3,2.9535463
037545d,4,4.0018167
039b748,4,3.5320158
039fed8,2,2.4751978
03c0382,4,3.4199076
03c75d3,4,4.825139
03ca725,3,2.2281861
03ce0a7,4,3.4342127
03d8fe8,4,4.237317
03ee9ea,2,2.6362445
03ffbb2,2,2.4891481
04030c7,3,3.7417645
04128c7,3,2.96758
0425a6e,3,2.593495
042b0cd,4,3.574379
043d5a8,2,2.9741275
044a23f,3,3.1813936
046d467,1,1.1098393
047a377,3,3.0243983
04a4399,4,4.538677
04af4e1,1,1.214368
04b354e,5,5.1775556
04d0713,2,1.8826182
04dbd25,4,4.4446144
04df837,4,3.764451
04e1177,2,1.7836871
0502b23,3,3.0309763
051429c,3,1.7989262
0516f28,1,1.2831857
053fa01,3,2.7146387
0550fb1,3,2.1714358
05806ed,3,3.2592597
0581013,2,2.4827833
05aacdb,4,3.763565
05b01a4,3,3.2809813
05bcd1b,2,1.7978058
05c2752,2,2.0989242
05dcee6,2,2.5189536
05e1eae,2,1.3595932
05f81ce,4,4.36972
0607ed1,3,3.8168564
0630503,3,2.798821
06333c3,3,2.23851
0640912,4,3.684968
0649f8e,2,1.9829583
0657f4c,2,1.6536665
0679f5a,4,3.1930735
067a23d,2,1.5616864
0681136,3,2.9280977
06a9fdf,3,2.9980068
06aa705,2,2.1194274
06e25aa,2,1.8517014
06ef6d4,3,2.872535
070faae,3,3.9149852
0711276,2,1.7566555
071bcae,1,1.6905639
071dba8,3,2.7773767
073d5b0,4,3.8794556
074ba84,3,1.0466163
074fd98,4,3.597743
077cf8e,2,2.3036013
07845e1,4,3.8072586
078f997,3,2.7866662
07a14a5,6,4.1931148
07b6ce2,2,1.9350202
07c7556,4,3.1009114
07cde52,4,3.3372123
07ce28e,3,3.8309293
07d41ed,6,4.8557897
07eb783,2,1.9930634
0802a6e,2,1.9861512
0804daa,1,1.2763294
081b620,3,3.500715
08519b2,5,4.8095903
085f158,2,3.160141
0870f09,3,2.901061
0890d0b,4,3.9338055
0890e40,3,2.404758
089b9f0,3,3.00918
089e8f5,4,4.176878
08a4217,3,3.1852977
08a4c92,4,3.890502
08c3b51,4,4.2716446
08cec1d,4,5.1017065
08d4d59,4,4.114462
08e4b2e,3,3.3844817
08f129d,4,2.4363127
08fbb47,5,4.0980515
0906ee2,5,4.929956
090c52d,2,2.7172236
0912e51,2,2.4368548
0916c73,4,4.0300856
0916f2c,4,4.236825
091a8ca,3,2.960077
0926d5e,3,2.7968185
0952aee,4,3.533615
0958685,3,3.0232008
095d62a,4,4.141799
0962f2b,1,1.3299356
0966167,2,2.3592753
0980c17,2,3.3384497
098d6c6,2,2.1590085
0999761,4,3.0741062
09a7f87,3,3.0576532
09b1823,3,2.7356791
09b7da8,2,1.8411522
09c97ba,2,2.6468525
09e6583,4,5.0865426
09e971b,4,3.3589942
0a01969,4,4.206665
0a0388e,2,1.8025687
0a0f7cc,3,3.6485038
0a45f5b,3,2.731761
0a50c61,5,5.14806
0a62a7a,4,4.1430783
0a7fbd0,4,3.229552
0a834e9,4,3.917448
0a919e5,3,3.3389978
0a94ac7,2,2.787167
0aaae26,5,5.1733747
0ac26e9,3,3.3064134
0ad1f49,2,1.5425725
0af2d2d,3,3.2140176
0b153d1,2,2.764523
0b2c063,2,1.6001364
0b47a00,3,3.160141
0b551ad,3,2.6609287
0b700a7,2,2.5591862
0b708bc,3,2.8231058
0b8588b,1,1.8209479
0b8e735,2,2.0752494
0bacb0f,2,2.4180872
0bb7157,3,2.6545978
0bb7573,2,1.9835494
0bbbed5,4,3.9107835
0bc0443,3,3.3232248
0bebdc5,3,3.0014434
0bf34b6,1,1.4864541
0c047cd,2,2.020251
0c059b2,3,1.8906796
0c10954,2,2.0937223
0c1322b,1,1.5989356
0c1da05,3,3.4397948
0c2a63d,3,3.5144114
0c2f000,2,1.8233445
0c3a8a0,2,1.7816602
0c442a8,5,5.327281
0c47509,3,2.8641095
0c61969,2,2.0582588
0c6cdfe,2,1.4847527
0c8abe3,3,2.7892017
0cc9cb5,5,4.920124
0cdf1ff,5,4.683889
0ce3c1c,3,3.6455932
0d077e2,3,2.8463397
0d1dfcb,2,2.323378
0d23181,2,2.0864403
0d91c5e,3,4.0813403
0d96d4e,1,1.8536944
0d9d694,3,2.750145
0dabca9,3,3.6708174
0db7e99,5,5.2551446
0dbd926,3,2.744969
0dcf2f6,6,5.2364764
0dd48cd,2,2.6940804
0ded4da,3,3.4054153
0e00dde,3,3.5311995
0e03564,4,3.772949
0e22bc3,4,2.8708653
0e277d7,3,3.382398
0e426b4,2,3.229051
0e54b40,3,2.5860784
0e73ffd,4,3.7251072
0e782a4,3,3.7019575
0e7cbd2,2,2.4039683
0e82e35,4,3.8955011
0e92d4a,3,3.6742783
0ea84b1,2,2.10044
0ed8aad,3,3.484768
0f01ab8,3,3.2656555
0f2299f,2,2.1915374
0f50ec4,4,2.9067204
0f51dbd,4,5.0847964
0f560cf,3,3.006707
0f5c12f,4,4.4479227
0f69e05,3,3.3276756
0f6cdb4,3,2.4927983
0f789a2,6,5.191117
0f7aadf,3,3.3357942
0fa92b4,4,3.640572
0fb0f34,2,1.0223426
0fc99a9,3,3.7933545
0fe1d3e,4,3.9289043
0ffc18d,3,3.1046863
10159ff,1,1.5787042
101ff6a,4,3.381488
1023766,3,2.316849
103d884,4,3.4444416
10444ef,3,2.2723553
105d8a4,4,3.0728977
1061742,4,3.560661
1064c41,2,2.3337266
106ec05,1,1.0168707
1083f35,2,2.1068196
1085852,5,4.881549
10a0374,4,4.224697
10a3665,1,1.3757243
10bc1b7,2,1.5253915
10d4feb,4,4.2913947
10db454,2,2.492735
10dbcec,3,3.8632197
10ebd3c,4,4.385401
10efec8,3,2.52255
10fda69,3,3.6815798
110eebe,2,2.0411234
1179156,4,2.8020353
1191933,3,2.6422758
11ece20,2,2.3385487
11fa7e9,2,1.7967112
11fb07e,4,4.3632717
12095b2,3,2.7037416
120cb91,5,5.047515
1215ca0,4,4.18554
12309f9,5,4.640307
1240bc6,2,2.4388788
124b5f9,3,2.56243
1259ea4,3,2.8778975
126187d,1,1.5320612
126b69a,4,3.6603568
127dd08,1,1.0479231
128dd5a,4,4.237741
12997a5,3,2.770029
12ad17a,4,4.5414505
12cefbe,3,2.7554038
1314aa2,2,1.731997
136fadf,4,4.191305
13846d3,3,3.1866086
138da74,2,2.4346242
139ec0a,3,3.3955438
13ce90a,3,3.013522
13d8060,3,3.0805013
13e2ae4,3,4.4717097
13e7ace,1,1.0936387
1409186,2,1.9712517
14123e6,1,2.059609
141315e,1,1.0127565
14174ed,6,5.5983243
141df49,2,2.5431392
141f967,3,2.9630427
142fbeb,3,3.8466372
143fb6e,2,1.8622098
1445aea,2,2.2657514
14706c7,5,4.3702793
1482f42,3,3.1128635
1494422,4,3.835512
1498b6e,4,4.1009054
14afb00,3,3.4104075
14b1d67,2,1.9949278
14b486e,3,2.9105456
14b54d0,2,2.4623287
14b8fbb,4,4.377593
14c37b2,4,2.9455864
14c4255,4,4.1402397
14ce186,4,4.356571
14cfa29,3,3.5142522
14d000b,3,2.6323204
14d573e,3,2.6415634
14df8e2,3,4.0924873
14f5af7,3,2.8686404
151a2ea,3,3.452658
153e8fe,2,2.4634662
15479c1,2,2.412259
154f5c1,2,2.2011359
1575077,4,4.145484
1579cb7,4,3.9451404
1580723,2,2.389463
1582312,1,1.3938819
158d50f,4,3.8925982
158f25e,3,3.020862
15992f4,3,3.0348585
15b2b88,2,2.1393876
15c7911,3,3.0537102
15c7e62,4,3.4401565
15dd182,4,4.410026
15de5b1,2,1.2211024
15ec4fa,4,4.8398776
15f2066,2,2.420579
15f9033,3,3.219006
15fa958,4,3.749252
15fc2ac,3,3.3400621
160bab7,4,3.5987635
1621180,4,3.7040477
163010e,3,3.7237144
163e61d,3,3.0076694
164ffb9,3,2.3189816
1651722,2,2.420104
165ec3d,2,2.3638291
16687f8,4,4.3806143
1675f05,1,1.5410869
1679026,3,3.3595653
167f589,3,3.236657
168bb04,3,2.8064404
1696647,3,2.2638278
169fccf,4,3.8391922
16b2a71,3,2.8867762
16c2f13,2,1.8693373
16d22a1,4,4.362635
16d2b9e,3,2.3990808
16ead3d,1,1.653038
16ed2eb,1,2.982942
1710770,2,2.0603647
173dcbd,2,2.4067945
1750767,5,4.386896
175419b,3,2.4560337
175775c,5,4.9282894
175ec92,3,2.3664646
177a7d7,4,3.7384331
177febf,3,2.7207708
1783b9f,2,2.4456992
179cb57,4,4.5883694
17bb4bc,3,2.3298326
17ec828,4,3.0723653
17f590a,4,4.6361074
17fe311,3,3.221823
182536b,3,3.2214534
1833139,4,2.9236536
183678c,4,3.6556401
1849da9,3,2.792221
184d83c,3,3.4602158
1852090,4,3.4081123
18560d1,3,3.381721
187c555,1,1.4841217
18834d3,3,3.011945
18a1958,2,2.8012156
18a3ec7,3,3.5693922
18acc14,2,1.0754664
18c9ed8,4,3.5982463
18cbfcc,3,3.1104686
18d3320,4,4.728033
18f7fc7,2,2.079955
18f9457,4,3.7894444
190716b,2,2.0808816
190a8d4,3,2.5527415
190ca77,5,4.724633
191623d,5,4.171651
191f22e,3,3.8427873
192c7f5,3,2.6046753
192dd1b,3,3.4324207
192f5f6,2,1.0645908
194ce55,3,3.0263805
194eb61,3,2.632567
195345f,2,1.7916198
1962ad7,4,4.941674
197ea96,2,1.8521345
1999c5d,4,4.1549
19c4c74,3,3.4106824
19db546,2,1.8344915
19dee01,2,1.9647548
19e5e8b,2,2.1262271
19ea9ea,2,1.5488298
19fcf9f,1,1.9941876
1a10d27,3,2.9125364
1a30445,2,1.5177002
1a8c6b7,2,2.049859
1aac26b,1,1.8271189
1abc249,1,1.1510544
1af6bd0,4,3.6399064
1b0c156,4,4.4272394
1b2bd26,2,2.2661834
1b2cd91,4,4.6274242
1b31f9f,3,2.702981
1b3b11e,3,3.2001932
1b3c850,3,3.3566284
1b3fba8,3,3.8100965
1b43b9e,3,2.8372726
1b45c61,6,5.6052523
1b5891f,2,1.3325049
1b6c945,2,2.3418245
1b7ce1c,3,3.8586795
1b92860,2,2.9996076
1b9b518,4,3.5700488
1bb0b2b,2,2.5879703
1bc07ce,3,2.8522549
1bd9707,2,2.2519765
1bdcde3,3,2.0550246
1bee451,3,2.9377427
1bf4ba6,3,2.9439592
1bf8cee,3,3.3485727
1bfefc4,4,3.9916487
1c0c7cd,3,3.3167896
1c139c1,5,4.3979187
1c1c470,5,4.6116214
1c2cde0,2,2.678989
1c2e15b,3,2.5273821
1c36085,4,4.08255
1c4115c,3,1.4521617
1c45114,3,3.3863695
1c49271,2,2.1530738
1c6bf32,2,2.4724383
1c745e9,5,4.0617175
1c80539,1,1.0506449
1c84003,2,2.1699736
1c8ac21,3,2.9316468
1c8c3de,3,2.8771799
1c8c585,3,2.7112784
1c98fd5,3,3.3183117
1caaf3f,3,3.200425
1cb6294,1,1.4981445
1cb7062,2,2.0728822
1cb73aa,2,2.226871
1cbe5ec,2,2.0095692
1cc616f,4,3.7082257
1cc6247,3,2.5475473
1cc8f9d,1,1.0186504
1cd0bbb,2,1.6429513
1cd1479,2,1.3628519
1cdccc2,2,1.9094017
1cf90a1,2,2.384336
1cfab57,5,4.8512278
1d12e5e,3,3.3015764
1d14fc4,3,1.977268
1d1b2ad,2,2.1003304
1d20cae,3,3.2832508
1d24933,4,3.7669394
1d2584d,2,2.353845
1d2f823,2,2.528473
1d31ebd,2,2.7075505
1d38f14,4,3.956188
1d4afd8,3,3.3855808
1d580b3,4,3.6466942
1d5fd7e,2,2.4723263
1d7c97a,4,4.1271358
1d80630,5,4.516269
1d8869d,2,2.1313567
1d8e8c7,5,5.378797
1d9389b,2,3.2326474
1d9e356,3,3.5147948
1da634a,3,3.4047158
1da8f12,5,4.9873614
1db605b,1,2.0482092
1dd6a58,4,4.062286
1dd9df1,2,2.5032654
1de8098,3,3.3539896
1e14a01,2,2.6514704
1e26ea8,4,3.3279004
1e2c5f1,3,3.7935314
1e44652,2,1.3888823
1e54327,3,3.0841408
1e5bfd5,2,2.4303648
1e860bc,2,2.2392569
1ea12d7,2,2.5537171
1ea87c7,3,2.3902938
1ec9d22,2,1.9310812
1ed10fe,4,3.2024882
1edf4db,3,3.295733
1ee5f0a,1,1.0155984
1efd3f9,3,4.49533
1efe2a5,3,2.8460727
1f04460,3,2.7586598
1f06856,3,2.579314
1f1e073,3,3.718637
1f30de7,3,2.7498899
1f4513c,3,3.3791611
1f4aec1,4,3.720532
1f4fabd,2,2.5741916
1f7a4d9,4,4.0403676
1f7e64f,3,2.2730665
1fa91e9,3,3.681779
1fc46cb,3,3.4602182
1fd270c,3,4.109353
1fd6b7f,5,5.250995
1fe34e0,3,2.790165
200fcf4,2,3.5493493
203725b,3,2.8026924
20383c7,4,3.7514017
203dcec,4,4.3290024
205075e,3,2.7236447
2062bda,3,2.4398832
2078da0,3,2.780283
2079bbf,2,2.8399608
20cdd57,3,2.4119334
20d9bb9,3,2.985578
20f1b82,4,4.5027924
21077ac,1,1.0436236
210fff5,2,1.983355
2116512,3,3.2686212
2121299,4,4.1876316
2126db8,3,3.1370084
212f1e9,3,2.856719
212f8b4,3,3.3330452
213db80,4,3.6923852
2148c4b,4,3.7216973
2163377,3,2.8705397
21662c7,3,3.4887497
218c97f,2,2.060923
2199b5e,4,3.5322876
21b32eb,1,1.4036007
21c32de,3,2.254468
21c91d4,3,3.168391
21e0763,2,2.5954583
21f5006,4,4.4372954
21fa6b4,3,3.2156775
21fb085,2,2.2506125
21ff75f,1,1.1500597
220280e,1,1.6100166
221dbc7,3,1.4945424
221e8a6,2,2.5416012
2228575,4,4.9307604
2235d96,5,4.6303654
2240658,3,3.5407324
224e7d7,3,2.9886832
2254969,3,2.3899245
22564a5,3,3.303536
2274cbb,5,4.9796157
2289b45,3,2.133455
2290a15,5,4.740955
229397f,3,3.0971599
22a129c,4,4.0166903
22a5954,4,3.612646
22d7047,3,2.7677765
22d825e,4,3.5765767
22eb6fa,5,5.1225796
22ed5ef,4,3.890836
22f1552,2,2.304797
22fa8b0,3,3.6742938
23020fe,3,2.2339892
230cf75,2,2.6763034
2312dc6,2,2.06873
2312fc6,1,1.2929997
231b95b,3,3.6440966
2323c66,2,2.2575
235ca29,3,2.569645
235df70,3,3.4070463
235fab2,4,3.4077559
236de48,3,2.981526
238702a,4,3.5043054
2388754,3,3.2308097
2389ddc,3,2.9203691
23ac622,4,2.1767726
23acd87,4,3.533971
23b5db1,3,3.1369836
23bc2c4,2,3.022156
23c08f2,2,1.3772886
23ccdb6,1,2.107607
23d1582,1,1.0326716
23e30c0,1,1.9980721
23eb690,3,3.3918009
24046b8,4,3.5335279
241385f,2,2.0084577
2426a90,3,2.8004098
2431df1,4,3.7714987
2438f66,3,3.7793167
2441f8c,3,3.2164397
244587b,2,1.8540102
245484c,3,3.4300084
247e418,3,2.8284702
247f18e,1,2.0424
24811c2,4,3.101263
248162f,3,3.1472473
248e116,3,2.5071692
24af377,2,1.98455
24afacf,2,2.0284462
24b3411,2,1.8134398
24c6ae0,2,2.1957386
24cc082,2,1.0893524
24e61ae,2,1.0370753
24e9709,4,3.8265011
24e9ae8,4,3.362911
24fc7ae,2,2.068769
25024a4,1,1.8000814
2504d68,3,2.4887125
2505b2a,2,2.1884456
2510330,2,1.5057862
2529a4b,3,2.7918034
2530fb7,4,3.5903347
2548fcc,4,4.169744
2556150,5,5.304926
256ce94,3,1.1490588
25b184e,2,2.3642342
25bf9c6,3,2.589952
25c8837,2,1.7930567
25e14a4,3,2.7309136
25e76b0,2,2.0739174
25f2e66,3,2.961861
25f55c7,4,4.2767067
262be36,1,1.1346745
264902b,3,2.5241098
2657aa6,3,2.6608524
265c64f,4,3.750609
26a6b97,3,2.608975
26c90a0,4,4.8234835
26d36e5,5,4.9284034
26e68ea,3,2.8945403
26e8410,4,3.7239487
26f358b,4,4.0594587
