essay_id,score,raw_pred
001ab80,4,4.2049875
001bdc0,4,3.7374794
0033037,2,2.1265216
0066c7c,2,2.316926
0072128,4,3.953683
0079f2a,2,1.1565799
0081f18,3,2.4847198
008341a,3,2.8902378
0084f6c,4,3.7336879
00a3575,2,1.8362141
00a4469,4,3.0195413
00a6693,4,4.0142164
00aa6de,2,2.1719203
00b2fe2,4,3.9380965
00b3311,4,2.9097023
00ccc2d,4,4.4430428
00d576b,1,2.679988
00e5687,3,2.9793708
00eabc5,4,4.348618
00f6ac7,3,3.317547
00fca9b,3,2.083221
00feec3,2,1.244369
0105e2e,2,1.9904296
01290ec,3,3.9418585
012f8f0,3,3.008948
013ac83,4,3.9193535
014eba6,1,1.204274
016ed64,4,3.2250597
0187e96,4,4.038419
018985d,3,3.6089015
01ad79e,2,2.0021992
01c46fa,3,3.1302755
01c5073,3,3.6560874
01c5750,3,3.6666982
01c5e87,5,4.0768948
01e0bb8,4,4.24179
01e78c7,2,2.0099928
01ec1a3,4,3.7412794
01f5682,5,4.114956
0232fa2,1,3.2246344
024873e,3,3.9412181
025d46f,2,2.658619
0264158,3,2.9586334
028d00e,3,2.5056467
02a1c3a,4,4.084166
02a7530,3,3.289465
02a7cff,2,3.7511113
02a9d14,3,2.858135
02b6da9,1,1.6618779
02f131c,3,2.7298346
02f14c6,4,2.4240036
030b9ea,2,2.7306333
0329d02,2,1.9533541
034dbcf,2,1.7860124
035e589,4,4.127125
035fd2d,3,2.9850717
0364075,2,2.1992776
03c7046,2,3.624737
03da458,4,3.8345325
03dc26a,2,2.71992
03f958f,3,3.7139616
03fb253,2,3.2017655
03ff4c1,3,3.5708022
043d7ad,3,3.3507123
044b201,4,3.9230962
045fabf,2,2.2956514
04b4ad6,3,2.7625546
04c4f26,3,3.0612967
04cecb6,3,3.849025
04d3f9c,4,3.7197552
04e1cec,3,3.8066182
04e6cd8,2,2.321835
04f47a5,4,3.7358985
04fcfb0,4,3.8324866
0514ba2,3,3.4891257
0519419,4,3.7078128
0539a44,2,2.5833447
0544d67,2,2.6039636
0545b94,3,3.662123
0548f53,2,1.9678085
05508b4,2,2.136262
05580e1,3,2.7973354
