essay_id,score,raw_pred
002ba53,3,3.2606192
0030e86,4,3.8888931
0036253,2,2.9216447
004229b,2,2.060996
006d0e1,4,4.0762906
0079938,3,2.7852628
0087059,1,1.6964859
0098ef4,4,4.104123
00a6e71,2,3.0898104
00bee4c,3,3.3335123
00cb5dc,2,1.9979312
00da297,3,2.7344966
00daaa2,3,3.3435073
0123792,4,4.1366377
012c9be,2,1.8739674
0155be4,3,3.2487564
015ac93,3,2.8024611
01711c3,3,3.8473988
018ff85,4,4.007807
019e8c3,3,3.4743447
01b9b63,2,2.078086
01bd69c,3,2.432673
01c1169,3,2.9605198
01c8f7a,2,2.0393305
01d0836,2,2.8577313
01d2df1,4,3.983807
01d6e7e,3,2.1811132
0200fbc,3,3.3035514
0226250,4,3.364766
0226c11,3,2.9990482
0227e67,4,4.05617
022b620,2,1.6004821
0232d34,2,2.1425848
024a3bb,2,2.2169468
026355a,4,3.8213534
0269b85,3,1.7997098
0273b7b,3,3.2564838
0293f31,3,4.095901
02a059f,4,3.7048795
02ab5d2,5,4.1413527
02c1ebd,3,3.3554802
02cbcbc,4,3.902804
02cfa15,2,2.4460666
02d0224,2,2.249722
0305a15,1,1.851766
0318358,3,3.254955
031bbb0,3,3.0780303
031e4d6,3,2.9742115
03205e9,4,3.6177871
03314fd,3,3.517565
0347bb4,3,2.8831325
03630c7,3,3.4613807
03705ca,4,4.087595
038fd62,3,2.2221923
03ae0c4,3,4.3210754
03afc1e,2,2.1158714
03d074f,4,3.9059396
03e687e,3,3.9629798
03e804e,1,2.2105494
03ec474,3,3.0613596
03f2d76,3,3.126329
042167f,2,3.4614294
042dc86,3,3.2126594
043e1a0,3,3.1272156
045c7fb,4,3.781204
0461df3,2,1.6921203
046e84a,3,3.337784
046efe7,3,3.0191767
048b9b6,4,4.3139706
04b6e9b,2,2.547009
04bc9b6,4,4.016524
04d13e6,3,3.8743632
04d409d,4,4.273157
04da4bf,3,3.036632
04e00f8,2,1.8896643
04ea96d,3,3.6550725
04ec9a4,3,3.882902
04f1fc3,1,1.2869004
051c46a,3,3.1733196
053f99e,1,1.8667011
0540b80,4,3.806833
054b8f9,3,2.9153357
056394c,4,3.9155548
058ecd3,3,3.6344638
059af98,3,3.6431365
059f496,2,2.2771425
05ae003,2,3.4831514
05cb18a,2,2.2577195
06041d8,3,3.077425
0608fab,3,3.1478353
060d2bb,3,2.3518775
06235e1,4,4.0173407
0639535,4,3.9546103
0640183,3,3.3831613
06673c8,4,4.2314053
06766be,3,3.4013267
0678715,2,2.071684
0683ac3,3,3.5535505
0687af4,5,4.1362085
068ad55,3,3.2224178
0693237,2,3.3510714
06b51cb,3,1.5358756
06bad05,2,2.04112
06c3953,5,4.1226296
06c7026,3,3.815775
06cbce6,3,3.1664653
06d6248,3,3.0480554
06fa3b6,3,3.9744966
07122f0,2,3.256502
07309cb,1,1.4090551
0759934,2,2.4159403
076f000,2,2.0281935
0778075,2,2.5793085
077eeea,2,1.7208632
079a340,3,2.8871765
079b107,4,3.9289315
079e8bb,3,3.9902587
07a2516,3,2.4767308
07a6b84,2,2.0702
07a7832,2,1.9573276
07d6f42,3,3.5306704
07e7133,4,4.068392
07e96aa,3,2.9428391
07f8601,3,2.5646095
0811694,4,4.2006817
08133fe,3,2.9754648
08296be,2,2.1404471
0840ed9,2,2.4425385
0870d64,3,2.806944
087f29f,2,3.0125668
088bb4a,3,3.2288213
0892cb5,2,2.5114572
08dab5c,3,3.5841174
08dac82,3,2.8203053
08e2ae1,2,2.564353
08ef617,1,1.8094381
08f22e9,3,2.4363174
091eaf0,1,1.5492816
0931a6e,4,3.9002905
0967e3f,2,2.8153305
096aa1c,2,2.0038753
096b178,4,3.5427477
0975e3f,4,3.9404325
09b7afb,4,3.736764
09c0506,5,4.4696193
09c5771,2,3.238961
0a22908,6,4.7562866
0a31858,1,1.4450085
0a35ec7,2,1.7897704
0a41d42,2,1.742484
0a48500,4,3.5485163
0a494e5,3,2.2739139
0a54018,4,3.1681943
0a67e11,3,3.6047416
0a98eef,3,3.2619092
0aa6277,1,1.0803064
0aa9cee,3,2.474383
0aaf5f1,1,1.3517239
0ab5467,3,2.2814806
0aba46b,3,1.9996529
0ac3c47,2,2.68503
0ad0588,3,3.5212998
0ad08bd,2,1.8350521
0ad4de2,3,3.3562756
0ada1e2,1,2.472402
0adafa7,3,2.959043
0aefcef,2,2.579167
0af56e8,4,3.6166284
0b2a399,3,3.1657138
0b53b04,3,2.9271193
0b62ebe,2,2.713913
0ba0a50,4,3.909309
0ba4fc3,3,2.9606376
0bb2665,3,2.8717737
0be5034,2,2.090992
0beb053,3,2.3721867
0bfe967,2,2.3420424
0c0463c,5,4.8996124
0c172e6,2,2.0224237
0c5ec1c,3,3.160256
0c63220,3,3.0886881
0c76268,3,3.0598123
0c8a07d,2,2.583673
0c8f97b,2,2.6490154
0cae471,5,4.2006392
0cb54b1,2,1.8105015
0cd1679,2,2.564896
0cdb059,3,3.154448
0cdc0d0,2,2.9417431
0cf8c55,3,2.5196257
0d20e93,2,2.1166537
0d34dea,1,2.423943
0d57890,3,2.9822626
0d5a937,4,3.2695007
0d5afc5,3,3.579366
0d8bfc5,3,3.0289342
0da2967,4,4.0982943
0da70c3,3,2.6315775
0dbae6d,2,1.9633999
0dbc16f,2,2.5117655
0dc6aae,2,1.6111012
0dc777f,3,3.5298305
0dd2328,3,3.2732046
0de71cb,4,4.0479364
0df2499,1,1.6447903
0df2924,3,2.0644803
0e0ef1b,2,2.7501097
0e289bb,2,1.9970734
0e46514,4,4.0610304
0e47da5,3,2.6556644
0e51031,3,2.895352
0e7154c,3,3.322184
0e78aef,2,2.1225772
0e7a613,4,3.087278
0e86176,3,3.0183923
0e8864c,4,4.0360827
0e9a9d3,1,1.5856686
0ea1c1f,4,3.6522725
0ea87c4,1,1.0550928
0eb0013,4,4.109707
0ef4f4f,4,3.7746978
0f01b9a,4,4.079468
0f18dcd,4,3.9917488
0f1ab9c,4,3.8341572
0f393ae,5,4.3836355
0f79e39,3,3.7941532
0f7cc68,3,2.813614
0f820c4,1,1.1242658
0f87684,3,3.6667628
0fa8295,4,3.967366
0fc04b5,4,3.8199377
0fc2a56,3,3.719394
0fcadb2,2,2.784009
0fcc1b3,4,4.166836
0fe6787,2,3.262326
0fe6e52,3,4.3978515
0ff5475,2,2.9858575
0ff64dd,4,3.6466534
102a358,3,3.1381645
102d4b2,5,4.014056
1035807,2,1.951004
103c22b,2,1.9405017
103ff95,1,2.412446
1042884,3,2.7291098
104c9c2,3,2.6267004
106d4c6,2,1.8750055
1072f17,2,2.597393
