essay_id,score,raw_pred
002ba53,3,3.2527862
0030e86,4,3.8456197
0036253,2,2.8437147
004229b,2,2.0644283
006d0e1,4,4.241666
0079938,3,2.601869
0087059,1,1.664716
0098ef4,4,4.2153525
00a6e71,2,2.907783
00bee4c,3,3.3439157
00cb5dc,2,2.1401033
00da297,3,2.6903632
00daaa2,3,3.423214
0123792,4,4.3566
012c9be,2,2.0350122
0155be4,3,3.1051693
015ac93,3,2.9060152
01711c3,3,3.7692769
018ff85,4,4.2528768
019e8c3,3,3.2708564
01b9b63,2,2.093591
01bd69c,3,2.3636565
01c1169,3,2.91689
01c8f7a,2,2.1676812
01d0836,2,3.009306
01d2df1,4,4.1921887
01d6e7e,3,2.3331625
0200fbc,3,3.347041
0226250,4,3.3882692
0226c11,3,2.980017
0227e67,4,4.0865517
022b620,2,1.7782912
0232d34,2,2.2390893
024a3bb,2,2.291732
026355a,4,3.7873743
0269b85,3,1.8781419
0273b7b,3,3.189078
0293f31,3,4.187838
02a059f,4,3.8080115
02ab5d2,5,4.3528876
02c1ebd,3,3.2842236
02cbcbc,4,3.8201306
02cfa15,2,2.4798748
02d0224,2,2.3242958
0305a15,1,1.5615468
0318358,3,3.267347
031bbb0,3,3.1885486
031e4d6,3,2.9701571
03205e9,4,3.3034837
03314fd,3,3.5410662
0347bb4,3,2.6177442
03630c7,3,3.5788481
03705ca,4,4.242675
038fd62,3,2.402513
03ae0c4,3,4.2552447
03afc1e,2,2.1282637
03d074f,4,3.8186796
03e687e,3,3.9700422
03e804e,1,2.1934314
03ec474,3,3.1470819
03f2d76,3,3.0449708
042167f,2,3.3338153
042dc86,3,3.1928897
043e1a0,3,3.017467
045c7fb,4,3.852569
0461df3,2,1.6737411
046e84a,3,3.550327
046efe7,3,3.0455663
048b9b6,4,4.4620576
04b6e9b,2,2.5513883
04bc9b6,4,4.1704793
04d13e6,3,3.7445278
04d409d,4,4.452381
04da4bf,3,2.8760421
04e00f8,2,1.8913672
04ea96d,3,3.4878757
04ec9a4,3,4.047357
04f1fc3,1,1.2025254
051c46a,3,3.1027348
053f99e,1,1.588875
0540b80,4,3.8375413
054b8f9,3,2.9486718
056394c,4,3.9796097
058ecd3,3,3.540412
059af98,3,3.6395848
059f496,2,2.4716759
05ae003,2,3.3977048
05cb18a,2,2.32718
06041d8,3,3.1372418
0608fab,3,3.1892385
060d2bb,3,2.430701
06235e1,4,4.2356405
0639535,4,3.7360504
0640183,3,3.491452
06673c8,4,4.4729595
06766be,3,3.3518248
0678715,2,2.1047626
0683ac3,3,3.5669098
0687af4,5,4.1595383
068ad55,3,3.0930364
0693237,2,3.4584627
06b51cb,3,1.7656398
06bad05,2,2.1314297
06c3953,5,4.252503
06c7026,3,3.556258
06cbce6,3,3.1562788
06d6248,3,3.2185645
06fa3b6,3,4.011209
07122f0,2,3.3383389
07309cb,1,1.3636403
0759934,2,2.6142812
076f000,2,2.2272375
0778075,2,2.3848205
077eeea,2,1.673634
079a340,3,2.921466
079b107,4,3.886314
079e8bb,3,4.017105
07a2516,3,2.60174
07a6b84,2,2.1392272
07a7832,2,1.9775853
07d6f42,3,3.6455681
07e7133,4,4.1281877
07e96aa,3,2.9497344
07f8601,3,2.5473292
0811694,4,4.2730975
08133fe,3,3.0365973
08296be,2,2.2754312
0840ed9,2,2.5092702
0870d64,3,2.5684755
087f29f,2,2.8669858
088bb4a,3,3.1599007
0892cb5,2,2.6134958
08dab5c,3,3.646528
08dac82,3,2.7046964
08e2ae1,2,2.5414774
08ef617,1,1.7094905
08f22e9,3,2.3471668
091eaf0,1,1.5254307
0931a6e,4,3.9271271
0967e3f,2,2.744357
096aa1c,2,2.0421808
096b178,4,3.4134815
0975e3f,4,3.8056343
09b7afb,4,3.5494688
09c0506,5,4.43854
09c5771,2,3.3026652
0a22908,6,4.8250017
0a31858,1,1.4452529
0a35ec7,2,1.8232446
0a41d42,2,1.8048937
0a48500,4,3.6099253
0a494e5,3,2.4059072
0a54018,4,3.2524743
0a67e11,3,3.5087605
0a98eef,3,3.4421198
0aa6277,1,0.99166316
0aa9cee,3,2.5783403
0aaf5f1,1,1.3571806
0ab5467,3,2.308653
0aba46b,3,2.003647
0ac3c47,2,2.7174118
0ad0588,3,3.429148
0ad08bd,2,1.7476835
0ad4de2,3,3.2526066
0ada1e2,1,2.3769479
0adafa7,3,2.9468884
0aefcef,2,2.7337573
0af56e8,4,3.6961718
0b2a399,3,3.2537577
0b53b04,3,2.9187565
0b62ebe,2,2.7126951
0ba0a50,4,3.8408074
0ba4fc3,3,3.0701556
0bb2665,3,2.8814
0be5034,2,2.266202
0beb053,3,2.389057
0bfe967,2,2.1496644
0c0463c,5,4.777173
0c172e6,2,2.066155
0c5ec1c,3,3.2740185
0c63220,3,2.8991861
0c76268,3,3.1828237
0c8a07d,2,2.6008523
