essay_id,score,raw_pred
000d118,3,2.7299078
0040e27,3,3.3466818
0047cb3,2,2.017515
005a72e,4,4.270371
00d027f,3,3.2018888
00e047b,4,3.8679082
00f3984,2,2.3814492
00f6383,3,3.6316574
00fd564,3,3.2876537
01247bc,2,2.6080687
01267d1,1,2.6720896
014f1b3,2,1.5586469
0151c0f,4,4.2316284
0156ea6,1,1.3355129
016010c,5,4.6109037
01665d5,3,3.1256661
01846d8,2,1.7156773
018fbeb,2,2.868671
01a0d33,3,3.4837272
01a53e1,4,3.116453
01ae85f,3,3.6681454
01b55c8,4,4.6323338
01bb061,1,2.6487582
01bb2f3,2,2.970468
01c3e09,1,1.4603722
01cbe3d,4,3.7608669
01dabde,5,4.817009
01e64c4,2,2.2099934
0210900,2,2.1605828
0211cb6,1,3.2851925
021271e,3,2.8284004
0220c9f,3,3.1420658
0224c63,2,2.3783624
022a010,5,4.0768366
023c138,4,3.7318008
0281195,2,2.2653203
0286af8,2,2.7021112
0296469,3,4.047605
02da02a,3,3.7392142
02f6c8a,5,4.0502205
0302537,3,2.5347486
030cf8b,3,3.9890494
031ab01,4,4.332737
03237a6,3,3.668738
0331f55,4,4.2954326
035e3c7,3,3.6238143
0374dae,3,2.5681744
037545d,4,3.8598795
039b748,4,3.6529636
039fed8,2,2.686003
03c0382,4,3.5960724
03c75d3,4,4.5195823
03ca725,3,2.5676272
03ce0a7,4,3.7713304
03d8fe8,4,3.9544058
03ee9ea,2,2.4742906
03ffbb2,2,2.7783582
04030c7,3,3.8169482
04128c7,3,3.1383498
0425a6e,3,2.9001977
042b0cd,4,3.5538886
043d5a8,2,3.2161927
044a23f,3,3.6824458
046d467,1,1.2459936
047a377,3,2.5750873
04a4399,4,3.9024074
04af4e1,1,2.022921
04b354e,5,4.505193
04d0713,2,1.594285
04dbd25,4,4.2436094
04df837,4,3.547198
04e1177,2,1.9041684
0502b23,3,2.8681538
051429c,3,1.6814849
0516f28,1,1.9644163
053fa01,3,2.4258158
0550fb1,3,3.0288618
05806ed,3,3.2000778
0581013,2,2.1461403
05aacdb,4,4.2889614
05b01a4,3,3.2889771
05bcd1b,2,1.456258
05c2752,2,2.1497793
05dcee6,2,2.2454307
05e1eae,2,1.7804422
05f81ce,4,4.23224
0607ed1,3,3.820472
0630503,3,2.707374
06333c3,3,2.3023086
0640912,4,3.8484433
0649f8e,2,1.9865649
0657f4c,2,1.8084705
0679f5a,4,3.431389
067a23d,2,1.692673
0681136,3,2.6875145
06a9fdf,3,2.616767
06aa705,2,1.845089
06e25aa,2,3.195811
06ef6d4,3,2.476214
070faae,3,3.9097235
0711276,2,1.491467
071bcae,1,1.6222415
071dba8,3,2.8926837
073d5b0,4,3.4910753
074ba84,3,1.8031933
074fd98,4,4.050213
077cf8e,2,2.0290282
07845e1,4,3.4937286
078f997,3,2.683442
07a14a5,6,4.2309313
07b6ce2,2,2.0522506
07c7556,4,3.6577353
07cde52,4,3.6552572
07ce28e,3,3.8451784
07d41ed,6,4.404335
07eb783,2,2.2694838
0802a6e,2,2.1287045
0804daa,1,1.3138764
081b620,3,3.0404162
08519b2,5,4.881251
085f158,2,3.64172
0870f09,3,3.0307562
0890d0b,4,4.044821
0890e40,3,2.9322693
089b9f0,3,3.3223336
089e8f5,4,4.5220675
08a4217,3,3.6828911
08a4c92,4,4.187641
08c3b51,4,3.746402
08cec1d,4,4.86066
08d4d59,4,4.0445337
08e4b2e,3,3.051347
08f129d,4,3.4548306
08fbb47,5,4.2010574
0906ee2,5,4.4795394
090c52d,2,3.3304377
0912e51,2,3.3518226
0916c73,4,3.8855565
0916f2c,4,4.1858253
091a8ca,3,3.1123695
0926d5e,3,2.9340508
0952aee,4,3.8395195
0958685,3,3.036633
095d62a,4,3.8810449
0962f2b,1,1.4129655
0966167,2,2.0338595
0980c17,2,3.6721425
098d6c6,2,2.0483434
0999761,4,3.857317
09a7f87,3,2.8277323
09b1823,3,2.2313364
09b7da8,2,1.5348935
09c97ba,2,2.6108356
09e6583,4,4.598099
09e971b,4,3.6333835
0a01969,4,4.068111
0a0388e,2,2.3779027
0a0f7cc,3,3.8140028
0a45f5b,3,2.9456825
0a50c61,5,4.4695663
0a62a7a,4,4.7189183
0a7fbd0,4,3.6658175
0a834e9,4,3.7066891
0a919e5,3,3.4651308
0a94ac7,2,2.9753025
0aaae26,5,4.744886
0ac26e9,3,3.3994174
0ad1f49,2,1.3318536
0af2d2d,3,3.019519
0b153d1,2,2.945548
0b2c063,2,1.5805297
0b47a00,3,3.3431275
0b551ad,3,2.7593222
0b700a7,2,3.126334
0b708bc,3,2.831103
0b8588b,1,2.3373015
0b8e735,2,1.9373372
0bacb0f,2,2.43939
0bb7157,3,2.4860237
0bb7573,2,2.0866625
0bbbed5,4,3.739305
0bc0443,3,3.6769788
0bebdc5,3,3.7599165
0bf34b6,1,1.5395968
0c047cd,2,2.0305388
0c059b2,3,2.1340926
0c10954,2,2.4310105
0c1322b,1,1.4145484
0c1da05,3,3.48073
0c2a63d,3,3.7743938
0c2f000,2,1.7990355
0c3a8a0,2,2.2185278
0c442a8,5,4.694231
0c47509,3,2.426964
0c61969,2,1.9053636
0c6cdfe,2,1.6348953
0c8abe3,3,2.4302342
0cc9cb5,5,4.8273287
0cdf1ff,5,4.3981657
0ce3c1c,3,3.766577
0d077e2,3,3.0093896
0d1dfcb,2,2.4137821
0d23181,2,2.1816866
0d91c5e,3,4.341992
0d96d4e,1,2.080428
0d9d694,3,3.304824
0dabca9,3,3.669839
0db7e99,5,4.5499334
0dbd926,3,3.2445483
0dcf2f6,6,3.8264005
0dd48cd,2,3.5420763
0ded4da,3,3.6015084
0e00dde,3,3.1670718
0e03564,4,3.668283
0e22bc3,4,3.1496327
0e277d7,3,3.4434423
0e426b4,2,3.9174676
0e54b40,3,2.6049306
0e73ffd,4,3.897371
0e782a4,3,3.7247272
0e7cbd2,2,2.487282
0e82e35,4,3.8212733
0e92d4a,3,3.662844
0ea84b1,2,1.9899592
0ed8aad,3,3.6324394
0f01ab8,3,3.6877584
0f2299f,2,2.046963
0f50ec4,4,3.1739266
0f51dbd,4,4.585533
0f560cf,3,3.2682602
0f5c12f,4,4.002701
0f69e05,3,3.6721776
0f6cdb4,3,2.2838624
0f789a2,6,4.6188345
0f7aadf,3,3.770171
0fa92b4,4,3.3823535
0fb0f34,2,1.0751908
0fc99a9,3,3.3858235
0fe1d3e,4,3.7941551
0ffc18d,3,3.5646331
10159ff,1,1.4988227
101ff6a,4,3.4063058
1023766,3,2.5436494
103d884,4,3.7104857
10444ef,3,2.4164047
105d8a4,4,2.857073
1061742,4,3.9178758
1064c41,2,2.135076
106ec05,1,1.0035102
1083f35,2,2.393243
1085852,5,4.48849
10a0374,4,3.7243779
10a3665,1,2.2846515
10bc1b7,2,1.7861602
10d4feb,4,3.754421
10db454,2,2.5758646
10dbcec,3,3.9018643
10ebd3c,4,3.849212
10efec8,3,2.4737062
10fda69,3,3.7120836
110eebe,2,1.5661638
1179156,4,2.648483
1191933,3,2.78843
11ece20,2,2.1015403
11fa7e9,2,1.7542017
11fb07e,4,4.169049
12095b2,3,2.835917
120cb91,5,4.616724
1215ca0,4,4.3282485
12309f9,5,4.1276116
1240bc6,2,3.336193
124b5f9,3,2.7411494
1259ea4,3,3.2930732
126187d,1,1.7454777
126b69a,4,3.5208797
127dd08,1,1.0707059
128dd5a,4,4.443439
12997a5,3,3.3227491
12ad17a,4,4.0163865
12cefbe,3,2.722261
1314aa2,2,1.8734682
136fadf,4,4.0317855
13846d3,3,3.1812618
138da74,2,2.690155
139ec0a,3,3.6860263
