essay_id,score,raw_pred
001ab80,4,4.4452605
001bdc0,4,3.7044425
0033037,2,2.0712347
0066c7c,2,2.24903
0072128,4,3.8175726
0079f2a,2,1.0767308
0081f18,3,2.4126658
008341a,3,2.8590546
0084f6c,4,3.6591182
00a3575,2,1.8568646
00a4469,4,2.9399137
00a6693,4,4.0817056
00aa6de,2,2.1312537
00b2fe2,4,3.9217486
00b3311,4,2.9528265
00ccc2d,4,4.5247836
00d576b,1,2.7696018
00e5687,3,2.6407523
00eabc5,4,4.3886466
00f6ac7,3,3.3002992
00fca9b,3,2.0675359
00feec3,2,1.3536677
0105e2e,2,1.9323219
01290ec,3,3.9545088
012f8f0,3,2.8925018
013ac83,4,4.026595
014eba6,1,1.1389849
016ed64,4,3.4071116
0187e96,4,4.098891
018985d,3,3.6566749
01ad79e,2,1.8795588
01c46fa,3,3.1286268
01c5073,3,3.6888952
01c5750,3,3.680994
01c5e87,5,4.2058005
01e0bb8,4,4.2838035
01e78c7,2,1.9006588
01ec1a3,4,3.4753246
01f5682,5,4.1781516
0232fa2,1,3.2320633
024873e,3,3.8505936
025d46f,2,2.348198
0264158,3,2.7499661
028d00e,3,2.2794151
02a1c3a,4,4.1786814
02a7530,3,3.0719876
02a7cff,2,3.8403163
02a9d14,3,2.7529354
02b6da9,1,1.6681417
02f131c,3,2.756845
02f14c6,4,2.2806854
030b9ea,2,2.4993935
0329d02,2,1.9009529
034dbcf,2,1.5733941
035e589,4,4.250228
035fd2d,3,3.0906253
0364075,2,2.2359958
03c7046,2,3.5109491
03da458,4,3.8930392
03dc26a,2,2.5286098
03f958f,3,3.5346942
03fb253,2,3.1664834
03ff4c1,3,3.3760986
043d7ad,3,3.2207327
044b201,4,3.7886958
045fabf,2,2.3390112
04b4ad6,3,2.8538117
04c4f26,3,3.2073903
04cecb6,3,3.7539234
04d3f9c,4,3.7834578
04e1cec,3,3.9187012
04e6cd8,2,2.1487246
04f47a5,4,3.7084098
04fcfb0,4,3.8197718
0514ba2,3,3.226462
0519419,4,3.5115705
0539a44,2,2.355555
0544d67,2,2.4347076
0545b94,3,3.4690695
0548f53,2,2.1012454
05508b4,2,2.116973
05580e1,3,2.715951
05592d5,5,4.613221
056a4a4,4,4.0351167
056f9ed,3,3.258624
05adbff,3,2.2451906
05b31a1,3,3.3843203
05c8b2d,3,1.8331672
05c94e5,3,3.6772814
05d73d1,2,2.578774
05fa43a,3,2.7969213
05ff7b3,3,3.6172748
06047ac,2,1.7748743
060694e,3,2.8165731
060a4e7,1,2.701479
0613e60,3,2.9141746
062455d,3,2.3660998
0635458,3,3.4885058
0642363,2,2.10714
0644f5b,4,3.2895012
065c240,4,3.96211
06633fa,3,4.2201276
0667fd7,3,3.869135
0670d67,5,4.7682343
06743f8,3,3.4279876
0674a38,4,3.5057478
067d842,2,2.1455903
0689c67,5,4.5567274
068aea7,3,2.937933
069cd67,4,4.174414
06a0e57,3,3.1781135
06a9e1d,2,2.4979625
06a9e59,3,3.9235225
06aa059,2,2.1862173
06be122,2,1.743839
06c3439,2,2.142788
06c92ec,3,2.3432193
06cf397,4,4.2987995
06d32ab,4,3.9771566
06e2db4,6,4.7786174
0719241,3,3.2833362
0760ba5,3,3.1163602
0760f30,4,3.5904756
076539f,1,0.82236403
077377d,3,2.527225
078c66d,4,3.5868492
07b76d3,4,3.6703815
07c589a,2,2.1650953
07d2045,1,1.9262121
07e11fc,3,3.7241764
07e4b76,3,3.5708551
07f4106,4,3.962872
0819c99,3,2.47714
0821b94,3,3.6919818
082e9df,4,3.7287607
08407fe,2,1.9586062
0848273,4,2.9297905
084cdc4,2,2.3542862
085092e,2,2.2996383
087c663,4,3.5002346
0882383,3,3.3324041
088c6ac,3,3.4991078
089a7f7,3,2.3517022
089aae3,2,3.4550138
08c6a31,4,3.539535
08cd1b8,1,1.0764508
08cdf6e,5,4.2282224
08d9638,4,3.4938226
08dcd91,3,3.1242805
08fa0b3,3,3.1756706
0909271,2,2.9262257
092a3b6,3,2.4591274
09330dc,2,2.561077
093da21,3,2.7187753
095f993,3,3.151144
096eae9,3,2.921341
0973664,3,3.2842474
09763fb,3,3.4317908
098c450,2,3.2710037
098d10a,5,4.2439303
099fc28,1,1.4496751
09a04e4,4,4.0501947
09a62eb,4,3.5080652
09b1b24,2,2.5441446
09c4d28,3,3.1403909
